date,season
2010-06-29,1663.5278871866078
2010-06-30,1613.212501782625
2010-07-01,1358.1011063079598
2010-07-02,1631.3067898104446
2010-07-03,804.9629828889134
2010-07-04,239.93150288283496
2010-07-05,1050.392710297524
2010-07-06,1471.9198730080975
2010-07-07,1499.17041060109
2010-07-08,1374.9017653638114
2010-07-09,1030.9169804551625
2010-07-10,280.4623980568391
2010-07-11,-296.0523540637871
2010-07-12,508.9848740630333
2010-07-13,727.8858904894333
2010-07-14,596.0777358842988
2010-07-15,885.7508961425636
2010-07-16,1099.96240374582
2010-07-17,416.44942047105366
2010-07-18,-86.847175644429
2010-07-19,859.5758187643594
2010-07-20,1242.3372300992487
2010-07-21,1269.7840083011342
2010-07-22,1090.8069176172655
2010-07-23,843.615792124805
2010-07-24,290.2985699916951
2010-07-25,-139.88236012613302
2010-07-26,815.2244203263488
2010-07-27,1097.183051771773
2010-07-28,977.4358140102847
2010-07-29,755.9645383479414
2010-07-30,486.1751446992044
2010-07-31,-209.98052467741127
2010-08-01,-505.27260193998734
2010-08-02,740.4170673636693
2010-08-03,1130.7590136784227
2010-08-04,811.2475619781362
2010-08-05,884.0056487923711
2010-08-06,897.9166457194924
2010-08-07,325.74647676767563
2010-08-08,-50.95893349282388
2010-08-09,665.1741626185275
2010-08-10,1132.4647793865986
2010-08-11,700.5760329237702
